,year,GP name,date,start,finish,statusId,team,driver,dob,circuit name,location,country,driver home,team home
397,2025,Singapore Grand Prix,2025-10-05,5,3,1,McLaren,Norris,1999-11-13,Marina Bay Street Circuit,Marina Bay,SIN,0,0
398,2025,Singapore Grand Prix,2025-10-05,3,4,1,McLaren,Piastri,2001-04-06,Marina Bay Street Circuit,Marina Bay,SIN,0,0
399,2025,Singapore Grand Prix,2025-10-05,4,5,1,Mercedes,Antonelli,,Marina Bay Street Circuit,Marina Bay,SIN,0,0
400,2025,Singapore Grand Prix,2025-10-05,7,6,1,Ferrari,Leclerc,1997-10-16,Marina Bay Street Circuit,Marina Bay,SIN,0,0
401,2025,Singapore Grand Prix,2025-10-05,10,7,1,Aston Martin,Alonso,1981-07-29,Marina Bay Street Circuit,Marina Bay,SIN,0,0
402,2025,Singapore Grand Prix,2025-10-05,6,8,1,Ferrari,Hamilton,1985-01-07,Marina Bay Street Circuit,Marina Bay,SIN,0,0
403,2025,Singapore Grand Prix,2025-10-05,6,8,1,Ferrari,Hamilton,1920-04-30,Marina Bay Street Circuit,Marina Bay,SIN,0,0
404,2025,Singapore Grand Prix,2025-10-05,9,9,1,Haas F1 Team,Bearman,2005-05-08,Marina Bay Street Circuit,Marina Bay,SIN,0,0
405,2025,Singapore Grand Prix,2025-10-05,18,10,1,Williams,Sainz,1994-09-01,Marina Bay Street Circuit,Marina Bay,SIN,0,0
406,2025,Singapore Grand Prix,2025-10-05,8,11,1,RB F1 Team,Hadjar,,Marina Bay Street Circuit,Marina Bay,SIN,0,0
407,2025,Singapore Grand Prix,2025-10-05,13,12,1,Red Bull,Tsunoda,2000-05-11,Marina Bay Street Circuit,Marina Bay,SIN,0,0
408,2025,Singapore Grand Prix,2025-10-05,15,13,1,Aston Martin,Stroll,1998-10-29,Marina Bay Street Circuit,Marina Bay,SIN,0,0
409,2025,Singapore Grand Prix,2025-10-05,20,14,1,Williams,Albon,1996-03-23,Marina Bay Street Circuit,Marina Bay,SIN,0,0
410,2025,Singapore Grand Prix,2025-10-05,12,15,1,RB F1 Team,Lawson,2002-02-11,Marina Bay Street Circuit,Marina Bay,SIN,0,0
411,2025,Singapore Grand Prix,2025-10-05,16,16,1,Alpine,Colapinto,2003-05-27,Marina Bay Street Circuit,Marina Bay,SIN,0,0
412,2025,Singapore Grand Prix,2025-10-05,14,17,1,Sauber,Bortoleto,,Marina Bay Street Circuit,Marina Bay,SIN,0,0
413,2025,Singapore Grand Prix,2025-10-05,17,18,1,Haas F1 Team,Ocon,1996-09-17,Marina Bay Street Circuit,Marina Bay,SIN,0,0
414,2025,Singapore Grand Prix,2025-10-05,19,19,1,Alpine,Gasly,1996-02-07,Marina Bay Street Circuit,Marina Bay,SIN,0,0
415,2025,Singapore Grand Prix,2025-10-05,11,20,1,Sauber,Hulkenberg,,Marina Bay Street Circuit,Marina Bay,SIN,0,0
416,2025,United States Grand Prix,2025-10-19,1,1,1,Red Bull,Verstappen,1972-03-04,Circuit of the Americas,Austin,AME,0,0
417,2025,United States Grand Prix,2025-10-19,1,1,1,Red Bull,Verstappen,1997-09-30,Circuit of the Americas,Austin,AME,0,0
418,2025,United States Grand Prix,2025-10-19,2,2,1,McLaren,Norris,1999-11-13,Circuit of the Americas,Austin,AME,0,0
419,2025,United States Grand Prix,2025-10-19,3,3,1,Ferrari,Leclerc,1997-10-16,Circuit of the Americas,Austin,AME,0,0
420,2025,United States Grand Prix,2025-10-19,5,4,1,Ferrari,Hamilton,1985-01-07,Circuit of the Americas,Austin,AME,0,0
421,2025,United States Grand Prix,2025-10-19,5,4,1,Ferrari,Hamilton,1920-04-30,Circuit of the Americas,Austin,AME,0,0
422,2025,United States Grand Prix,2025-10-19,6,5,1,McLaren,Piastri,2001-04-06,Circuit of the Americas,Austin,AME,0,0
423,2025,United States Grand Prix,2025-10-19,4,6,1,Mercedes,Russell,1998-02-15,Circuit of the Americas,Austin,AME,0,0
424,2025,United States Grand Prix,2025-10-19,13,7,1,Red Bull,Tsunoda,2000-05-11,Circuit of the Americas,Austin,AME,0,0
425,2025,United States Grand Prix,2025-10-19,11,8,1,Sauber,Hulkenberg,,Circuit of the Americas,Austin,AME,0,0
426,2025,United States Grand Prix,2025-10-19,8,9,1,Haas F1 Team,Bearman,2005-05-08,Circuit of the Americas,Austin,AME,0,1
427,2025,United States Grand Prix,2025-10-19,10,10,1,Aston Martin,Alonso,1981-07-29,Circuit of the Americas,Austin,AME,0,0
428,2025,United States Grand Prix,2025-10-19,12,11,1,RB F1 Team,Lawson,2002-02-11,Circuit of the Americas,Austin,AME,0,0
429,2025,United States Grand Prix,2025-10-19,19,12,1,Aston Martin,Stroll,1998-10-29,Circuit of the Americas,Austin,AME,0,0
430,2025,United States Grand Prix,2025-10-19,7,13,1,Mercedes,Antonelli,,Circuit of the Americas,Austin,AME,0,0
431,2025,United States Grand Prix,2025-10-19,18,14,1,Williams,Albon,1996-03-23,Circuit of the Americas,Austin,AME,0,0
432,2025,United States Grand Prix,2025-10-19,17,15,1,Haas F1 Team,Ocon,1996-09-17,Circuit of the Americas,Austin,AME,0,1
433,2025,United States Grand Prix,2025-10-19,20,16,1,RB F1 Team,Hadjar,,Circuit of the Americas,Austin,AME,0,0
434,2025,United States Grand Prix,2025-10-19,15,17,1,Alpine,Colapinto,2003-05-27,Circuit of the Americas,Austin,AME,0,0
435,2025,United States Grand Prix,2025-10-19,16,18,1,Sauber,Bortoleto,,Circuit of the Americas,Austin,AME,0,0
436,2025,United States Grand Prix,2025-10-19,14,19,1,Alpine,Gasly,1996-02-07,Circuit of the Americas,Austin,AME,0,0
437,2025,United States Grand Prix,2025-10-19,9,20,3,Williams,Sainz,1994-09-01,Circuit of the Americas,Austin,AME,0,0
438,2025,Mexico City Grand Prix,2025-10-26,1,1,1,McLaren,Norris,1999-11-13,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
439,2025,Mexico City Grand Prix,2025-10-26,2,2,1,Ferrari,Leclerc,1997-10-16,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
440,2025,Mexico City Grand Prix,2025-10-26,5,3,1,Red Bull,Verstappen,1972-03-04,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
441,2025,Mexico City Grand Prix,2025-10-26,5,3,1,Red Bull,Verstappen,1997-09-30,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
442,2025,Mexico City Grand Prix,2025-10-26,9,4,1,Haas F1 Team,Bearman,2005-05-08,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
443,2025,Mexico City Grand Prix,2025-10-26,7,5,1,McLaren,Piastri,2001-04-06,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
444,2025,Mexico City Grand Prix,2025-10-26,6,6,1,Mercedes,Antonelli,,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
445,2025,Mexico City Grand Prix,2025-10-26,4,7,1,Mercedes,Russell,1998-02-15,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
446,2025,Mexico City Grand Prix,2025-10-26,3,8,1,Ferrari,Hamilton,1985-01-07,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
447,2025,Mexico City Grand Prix,2025-10-26,3,8,1,Ferrari,Hamilton,1920-04-30,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
448,2025,Mexico City Grand Prix,2025-10-26,11,9,1,Haas F1 Team,Ocon,1996-09-17,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
449,2025,Mexico City Grand Prix,2025-10-26,16,10,1,Sauber,Bortoleto,,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
450,2025,Mexico City Grand Prix,2025-10-26,10,11,1,Red Bull,Tsunoda,2000-05-11,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
451,2025,Mexico City Grand Prix,2025-10-26,17,12,1,Williams,Albon,1996-03-23,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
452,2025,Mexico City Grand Prix,2025-10-26,8,13,1,RB F1 Team,Hadjar,,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
453,2025,Mexico City Grand Prix,2025-10-26,19,14,1,Aston Martin,Stroll,1998-10-29,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
454,2025,Mexico City Grand Prix,2025-10-26,18,15,1,Alpine,Gasly,1996-02-07,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
455,2025,Mexico City Grand Prix,2025-10-26,20,16,1,Alpine,Colapinto,2003-05-27,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
456,2025,Mexico City Grand Prix,2025-10-26,12,17,3,Williams,Sainz,1994-09-01,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
457,2025,Mexico City Grand Prix,2025-10-26,14,18,3,Aston Martin,Alonso,1981-07-29,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
458,2025,Mexico City Grand Prix,2025-10-26,13,19,3,Sauber,Hulkenberg,,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
459,2025,Mexico City Grand Prix,2025-10-26,15,20,3,RB F1 Team,Lawson,2002-02-11,Autódromo Hermanos Rodríguez,Mexico City,MEX,0,0
460,2025,São Paulo Grand Prix,2025-11-09,1,1,1,McLaren,Norris,1999-11-13,Autódromo José Carlos Pace,São Paulo,BRA,0,0
461,2025,São Paulo Grand Prix,2025-11-09,2,2,1,Mercedes,Antonelli,,Autódromo José Carlos Pace,São Paulo,BRA,0,0
462,2025,São Paulo Grand Prix,2025-11-09,19,3,1,Red Bull,Verstappen,1972-03-04,Autódromo José Carlos Pace,São Paulo,BRA,0,0
463,2025,São Paulo Grand Prix,2025-11-09,19,3,1,Red Bull,Verstappen,1997-09-30,Autódromo José Carlos Pace,São Paulo,BRA,0,0
464,2025,São Paulo Grand Prix,2025-11-09,6,4,1,Mercedes,Russell,1998-02-15,Autódromo José Carlos Pace,São Paulo,BRA,0,0
465,2025,São Paulo Grand Prix,2025-11-09,4,5,1,McLaren,Piastri,2001-04-06,Autódromo José Carlos Pace,São Paulo,BRA,0,0
466,2025,São Paulo Grand Prix,2025-11-09,8,6,1,Haas F1 Team,Bearman,2005-05-08,Autódromo José Carlos Pace,São Paulo,BRA,0,0
467,2025,São Paulo Grand Prix,2025-11-09,7,7,1,RB F1 Team,Lawson,2002-02-11,Autódromo José Carlos Pace,São Paulo,BRA,0,0
468,2025,São Paulo Grand Prix,2025-11-09,5,8,1,RB F1 Team,Hadjar,,Autódromo José Carlos Pace,São Paulo,BRA,0,0
469,2025,São Paulo Grand Prix,2025-11-09,10,9,1,Sauber,Hulkenberg,,Autódromo José Carlos Pace,São Paulo,BRA,0,0
470,2025,São Paulo Grand Prix,2025-11-09,9,10,1,Alpine,Gasly,1996-02-07,Autódromo José Carlos Pace,São Paulo,BRA,0,0
471,2025,São Paulo Grand Prix,2025-11-09,12,11,1,Williams,Albon,1996-03-23,Autódromo José Carlos Pace,São Paulo,BRA,0,0
472,2025,São Paulo Grand Prix,2025-11-09,20,12,1,Haas F1 Team,Ocon,1996-09-17,Autódromo José Carlos Pace,São Paulo,BRA,0,0
473,2025,São Paulo Grand Prix,2025-11-09,15,13,1,Williams,Sainz,1994-09-01,Autódromo José Carlos Pace,São Paulo,BRA,0,0
474,2025,São Paulo Grand Prix,2025-11-09,11,14,1,Aston Martin,Alonso,1981-07-29,Autódromo José Carlos Pace,São Paulo,BRA,0,0
475,2025,São Paulo Grand Prix,2025-11-09,16,15,1,Alpine,Colapinto,2003-05-27,Autódromo José Carlos Pace,São Paulo,BRA,0,0
476,2025,São Paulo Grand Prix,2025-11-09,14,16,1,Aston Martin,Stroll,1998-10-29,Autódromo José Carlos Pace,São Paulo,BRA,0,0
477,2025,São Paulo Grand Prix,2025-11-09,17,17,1,Red Bull,Tsunoda,2000-05-11,Autódromo José Carlos Pace,São Paulo,BRA,0,0
478,2025,São Paulo Grand Prix,2025-11-09,13,18,3,Ferrari,Hamilton,1985-01-07,Autódromo José Carlos Pace,São Paulo,BRA,0,0
479,2025,São Paulo Grand Prix,2025-11-09,13,18,3,Ferrari,Hamilton,1920-04-30,Autódromo José Carlos Pace,São Paulo,BRA,0,0
480,2025,São Paulo Grand Prix,2025-11-09,3,19,3,Ferrari,Leclerc,1997-10-16,Autódromo José Carlos Pace,São Paulo,BRA,0,0
481,2025,São Paulo Grand Prix,2025-11-09,18,20,3,Sauber,Bortoleto,,Autódromo José Carlos Pace,São Paulo,BRA,0,0
